patch_num,champ,item_id,purchases
5.11,412,3801,306
5.11,412,3800,1170
5.11,412,3004,5
5.11,412,3006,58
5.11,412,3001,5
5.11,412,3057,6
5.11,412,3135,1
5.11,412,3165,2
5.11,412,3009,34
5.11,412,2053,14
5.11,412,3211,245
5.11,412,3512,59
5.11,412,1038,39
5.11,412,3089,2
5.11,412,3085,10
5.11,412,1033,468
5.11,412,3087,118
5.11,412,1031,319
5.11,412,1036,23
5.11,412,1037,26
5.11,412,3083,115
5.11,412,3082,587
5.11,412,3070,4
5.11,412,3071,8
5.11,412,3072,55
5.11,412,3074,2
5.11,412,3075,243
5.11,412,3078,14
5.11,412,3725,2
5.11,412,3285,7
5.11,412,3284,9
5.11,412,3174,2
5.11,412,3280,16
5.11,412,3276,2
5.11,412,1027,55
5.11,412,3086,32
5.11,412,2041,4
5.11,412,1029,518
5.11,412,1028,812
5.11,412,3275,77
5.11,412,3272,3
5.11,412,3146,2
5.11,412,3060,51
5.11,412,3067,332
5.11,412,3065,126
5.11,412,3110,925
5.11,412,3069,1660
5.11,412,3068,825
5.11,412,1051,6
5.11,412,1052,10
5.11,412,1053,30
5.11,412,3108,7
5.11,412,1055,57
5.11,412,1056,1
5.11,412,1057,49
5.11,412,1058,6
5.11,412,3105,328
5.11,412,3100,8
5.11,412,3101,5
5.11,412,3102,209
5.11,412,3157,6
5.11,412,3279,3
5.11,412,2004,185
5.11,412,2137,2
5.11,412,3708,2
5.11,412,3709,5
5.11,412,3056,12
5.11,412,1054,8
5.11,412,3706,2
5.11,412,3707,1
5.11,412,3050,43
5.11,412,1043,9
5.11,412,1042,23
5.11,412,3117,2324
5.11,412,3116,6
5.11,412,3115,4
5.11,412,3114,171
5.11,412,3113,15
5.11,412,3111,198
5.11,412,3222,411
5.11,412,2003,157
5.11,412,3136,2
5.11,412,3191,3
5.11,412,3190,1261
5.11,115,3716,1
5.11,115,3041,8
5.11,115,3040,24
5.11,115,3044,1
5.11,115,3047,1
5.11,115,3258,3
5.11,115,3259,24
5.11,115,3284,1
5.11,115,3255,272
5.11,115,3256,2
5.11,115,3257,3
5.11,115,0,558
5.11,115,2010,35
5.11,115,3135,234
5.11,115,3136,2
5.11,115,3140,5
5.11,115,3274,1
5.11,115,3275,13
5.11,115,3145,2
5.11,115,3146,1
5.11,115,3303,3
5.11,115,3278,2
5.11,115,3279,1
5.11,115,3028,44
5.11,115,3027,4
5.11,115,3026,4
5.11,115,3025,1
5.11,115,3024,1
5.11,115,3023,4
5.11,115,3020,391
5.11,115,1011,8
5.11,115,3153,1
5.11,115,3152,5
5.11,115,3151,11
5.11,115,3157,233
5.11,115,3158,13
5.11,115,2044,23
5.11,115,2045,2
5.11,115,2043,17
5.11,115,3174,503
5.11,115,2041,15
5.11,115,3010,2
5.11,115,3504,1
5.11,115,2049,11
5.11,115,3092,5
5.11,115,3265,1
5.11,115,3098,2
5.11,115,1004,1
5.11,115,1001,81
5.11,115,3006,1
5.11,115,3001,14
5.11,115,3003,2
5.11,115,3057,26
5.11,115,3165,244
5.11,115,3009,2
5.11,115,3211,7
5.11,115,3512,1
5.11,115,3089,382
5.11,115,1033,2
5.11,115,1031,1
5.11,115,3070,10
5.11,115,3285,542
5.11,115,3172,1
5.11,115,3282,1
5.11,115,1027,1
5.11,115,1026,163
5.11,115,1029,4
5.11,115,1028,2
5.11,115,3270,4
5.11,115,3060,1
5.11,115,3065,1
5.11,115,3069,4
5.11,115,1052,78
5.11,115,1053,1
5.11,115,3108,36
5.11,115,1055,1
5.11,115,1056,482
5.11,115,1057,2
5.11,115,1058,166
5.11,115,3100,95
5.11,115,3102,16
5.11,115,2139,3
5.11,115,3191,58
5.11,115,1054,2
5.11,115,3117,8
5.11,115,3116,17
5.11,115,3115,3
5.11,115,3114,17
5.11,115,3113,71
5.11,115,3111,1
5.11,115,3222,3
5.11,115,2003,70
5.11,115,2004,33
5.11,114,3715,3
5.11,114,3714,14
5.11,114,3710,14
5.11,114,3713,3
5.11,114,3719,1
5.11,114,3718,12
5.11,114,3044,26
5.11,114,3047,23
5.11,114,3046,29
5.11,114,3284,5
5.11,114,3250,247
5.11,114,3251,1
5.11,114,3252,13
5.11,114,3253,2
5.11,114,3254,17
5.11,114,0,874
5.11,114,3280,6
5.11,114,2010,1
5.11,114,3401,1
5.11,114,3134,53
5.11,114,3139,32
5.11,114,3035,422
5.11,114,3031,192
5.11,114,2140,1
5.11,114,3274,1
5.11,114,3140,14
5.11,114,3141,13
5.11,114,3142,243
5.11,114,3143,16
5.11,114,3144,17
5.11,114,3270,8
5.11,114,3302,1
5.11,114,3279,3
5.11,114,3026,63
5.11,114,3025,1
5.11,114,3024,2
5.11,114,3022,6
5.11,114,1018,34
5.11,114,1011,9
5.11,114,3153,90
5.11,114,3260,28
5.11,114,3262,2
5.11,114,3265,50
5.11,114,3156,59
5.11,114,3155,34
5.11,114,3266,1
5.11,114,3269,2
5.11,114,3158,36
5.11,114,3508,8
5.11,114,2044,7
5.11,114,2043,8
5.11,114,2041,9
5.11,114,2049,1
5.11,114,3093,22
5.11,114,1006,5
5.11,114,1001,80
5.11,114,3264,1
5.11,114,3267,2
5.11,114,3751,2
5.11,114,3006,252
5.11,114,3009,9
5.11,114,3211,5
5.11,114,1038,182
5.11,114,1039,2
5.11,114,1033,17
5.11,114,3087,25
5.11,114,1031,45
5.11,114,1036,110
5.11,114,1037,136
5.11,114,3083,1
5.11,114,3082,9
5.11,114,3071,98
5.11,114,3072,249
5.11,114,3074,884
5.11,114,3075,11
5.11,114,3077,42
5.11,114,3078,22
5.11,114,3725,1
5.11,114,3726,4
5.11,114,3172,9
5.11,114,3723,11
5.11,114,1027,1
5.11,114,3086,25
5.11,114,3277,4
5.11,114,1029,21
5.11,114,1028,16
5.11,114,3275,30
5.11,114,3146,1
5.11,114,3067,18
5.11,114,3065,14
5.11,114,3068,4
5.11,114,1051,14
5.11,114,1052,1
5.11,114,1053,154
5.11,114,1054,2
5.11,114,1055,251
5.11,114,1057,21
5.11,114,3101,2
5.11,114,3102,8
5.11,114,3709,2
5.11,114,3057,4
5.11,114,3706,10
5.11,114,3707,27
5.11,114,3050,2
5.11,114,1043,14
5.11,114,1042,22
5.11,114,3117,11
5.11,114,3111,56
5.11,114,3110,2
5.11,114,2003,106
5.11,114,2004,31
5.11,117,3717,1
5.11,117,3710,1
5.11,117,3724,2
5.11,117,3041,11
5.11,117,3040,6
5.11,117,3042,1
5.11,117,3044,1
5.11,117,3726,1
5.11,117,3047,9
5.11,117,3046,10
5.11,117,3258,1
5.11,117,3259,4
5.11,117,3172,2
5.11,117,3250,16
5.11,117,3252,1
5.11,117,3254,2
5.11,117,3255,72
5.11,117,3256,3
5.11,117,3257,2
5.11,117,0,748
5.11,117,3280,1
5.11,117,2010,75
5.11,117,3135,25
5.11,117,3136,8
5.11,117,3265,9
5.11,117,3152,2
5.11,117,3035,4
5.11,117,3031,11
5.11,117,3141,1
5.11,117,3274,12
5.11,117,3143,28
5.11,117,3144,3
5.11,117,3145,1
5.11,117,3146,1
5.11,117,3271,13
5.11,117,3303,89
5.11,117,3278,3
5.11,117,3279,5
5.11,117,3028,55
5.11,117,3027,21
5.11,117,3026,4
5.11,117,3025,9
5.11,117,3024,17
5.11,117,3023,19
5.11,117,3022,3
5.11,117,3020,88
5.11,117,1018,2
5.11,117,3068,2
5.11,117,1011,17
5.11,117,3086,8
5.11,117,3153,31
5.11,117,3260,8
5.11,117,3151,14
5.11,117,3157,121
5.11,117,3264,1
5.11,117,3268,1
5.11,117,3158,86
5.11,117,3508,4
5.11,117,3261,1
5.11,117,2044,9
5.11,117,2045,151
5.11,117,2043,54
5.11,117,3142,2
5.11,117,2041,21
5.11,117,3010,19
5.11,117,3504,46
5.11,117,2049,570
5.11,117,3092,419
5.11,117,3093,1
5.11,117,3091,12
5.11,117,3096,18
5.11,117,1006,5
5.11,117,3098,102
5.11,117,1004,13
5.11,117,1001,57
5.11,117,3751,1
5.11,117,3801,19
5.11,117,3800,89
5.11,117,3004,1
5.11,117,3006,23
5.11,117,3001,16
5.11,117,3124,1
5.11,117,3165,325
5.11,117,3009,7
5.11,117,2053,6
5.11,117,3211,6
5.11,117,3512,5
5.11,117,1038,5
5.11,117,3089,155
5.11,117,3085,9
5.11,117,1033,37
5.11,117,3087,15
5.11,117,1031,6
5.11,117,1036,5
5.11,117,1037,8
5.11,117,3083,7
5.11,117,3082,15
5.11,117,3070,9
5.11,117,3071,4
5.11,117,3072,4
5.11,117,3075,8
5.11,117,3078,9
5.11,117,3285,122
5.11,117,3284,4
5.11,117,3174,86
5.11,117,3723,1
5.11,117,1027,3
5.11,117,1026,101
5.11,117,1029,28
5.11,117,1028,45
5.11,117,3275,58
5.11,117,3272,2
5.11,117,3273,2
5.11,117,3270,206
5.11,117,3060,14
5.11,117,3067,32
5.11,117,3065,4
5.11,117,3069,94
5.11,117,3222,163
5.11,117,1051,1
5.11,117,1052,55
5.11,117,1053,4
5.11,117,3108,59
5.11,117,1055,15
5.11,117,1056,127
5.11,117,1057,4
5.11,117,1058,112
5.11,117,3105,24
5.11,117,3100,34
5.11,117,3101,6
5.11,117,3102,10
5.11,117,3301,5
5.11,117,3191,79
5.11,117,3056,1
5.11,117,3057,6
5.11,117,3050,4
5.11,117,1043,5
5.11,117,1042,4
5.11,117,3117,292
5.11,117,3116,17
5.11,117,3115,20
5.11,117,3114,62
5.11,117,3113,36
5.11,117,3111,24
5.11,117,3110,56
5.11,117,2003,40
5.11,117,2004,34
5.11,117,3190,148
5.11,89,3714,1
5.11,89,3717,3
5.11,89,3713,1
5.11,89,3724,1
5.11,89,2138,3
5.11,89,3041,3
5.11,89,3044,18
5.11,89,3047,277
5.11,89,3046,3
5.11,89,3259,1
5.11,89,3284,5
5.11,89,3250,5
5.11,89,3254,1
5.11,89,3255,6
5.11,89,3282,1
5.11,89,0,3478
5.11,89,3723,2
5.11,89,3726,1
5.11,89,2010,253
5.11,89,3401,3113
5.11,89,3135,1
5.11,89,3134,1
5.11,89,1026,18
5.11,89,3139,1
5.11,89,3035,1
5.11,89,3031,16
5.11,89,3276,2
5.11,89,3141,2
5.11,89,3274,28
5.11,89,3143,956
5.11,89,3144,5
5.11,89,3145,1
5.11,89,3270,537
5.11,89,3271,14
5.11,89,3302,358
5.11,89,3278,1
5.11,89,3301,21
5.11,89,3028,17
5.11,89,3027,24
5.11,89,3026,31
5.11,89,3025,57
5.11,89,3024,183
5.11,89,3022,9
5.11,89,3020,9
5.11,89,1018,4
5.11,89,1011,393
5.11,89,1054,15
5.11,89,3153,29
5.11,89,3260,179
5.11,89,3151,6
5.11,89,3262,1
5.11,89,3157,8
5.11,89,3264,12
5.11,89,3267,1
5.11,89,3266,15
5.11,89,3269,47
5.11,89,3158,33
5.11,89,3508,3
5.11,89,3261,7
5.11,89,2044,28
5.11,89,2045,666
5.11,89,2043,211
5.11,89,3142,1
5.11,89,2041,9
5.11,89,3010,131
5.11,89,3263,1
5.11,89,2049,3127
5.11,89,3092,3
5.11,89,3093,1
5.11,89,3091,3
5.11,89,3096,11
5.11,89,3097,497
5.11,89,3265,644
5.11,89,3098,2
5.11,89,1004,3
5.11,89,1001,424
5.11,89,3156,5
5.11,89,3155,4
5.11,89,3751,271
5.11,89,3801,249
5.11,89,3800,689
5.11,89,3006,7
5.11,89,3001,16
5.11,89,3003,1
5.11,89,3165,1
5.11,89,3009,49
5.11,89,2053,22
5.11,89,3211,289
5.11,89,3512,32
5.11,89,1038,17
5.11,89,3089,10
5.11,89,1033,359
5.11,89,3087,9
5.11,89,3086,9
5.11,89,1036,24
5.11,89,1037,17
5.11,89,3083,129
5.11,89,3082,520
5.11,89,3070,2
5.11,89,3071,15
5.11,89,3072,7
5.11,89,3074,42
5.11,89,3075,289
5.11,89,3077,12
5.11,89,3078,54
5.11,89,3725,15
5.11,89,3285,17
5.11,89,3172,4
5.11,89,3174,4
5.11,89,3280,29
5.11,89,3140,1
5.11,89,1027,52
5.11,89,1031,417
5.11,89,1029,505
5.11,89,1028,676
5.11,89,3275,19
5.11,89,3272,4
5.11,89,3273,4
5.11,89,3146,4
5.11,89,3060,13
5.11,89,3067,269
5.11,89,3065,135
5.11,89,3110,647
5.11,89,3069,81
5.11,89,3068,1236
5.11,89,1051,2
5.11,89,1052,21
5.11,89,1053,15
5.11,89,3108,9
5.11,89,1055,18
5.11,89,1056,7
5.11,89,1057,43
5.11,89,1058,9
5.11,89,3105,178
5.11,89,3100,14
5.11,89,3101,3
5.11,89,3102,278
5.11,89,2139,1
5.11,89,2004,91
5.11,89,2137,1
5.11,89,3708,2
5.11,89,3709,19
5.11,89,1006,71
5.11,89,3056,6
5.11,89,3057,35
5.11,89,3706,2
5.11,89,3707,1
5.11,89,3050,15
5.11,89,1043,2
5.11,89,1042,6
5.11,89,3117,731
5.11,89,3116,18
5.11,89,3115,3
5.11,89,3114,12
5.11,89,3113,10
5.11,89,3111,1159
5.11,89,3222,35
5.11,89,2003,202
5.11,89,3136,2
5.11,89,3191,9
5.11,89,3190,728
5.11,111,3715,4
5.11,111,3714,1
5.11,111,3717,314
5.11,111,3716,6
5.11,111,3710,4
5.11,111,3713,8
5.11,111,3718,6
5.11,111,3724,5
5.11,111,2138,10
5.11,111,3041,6
5.11,111,3040,1
5.11,111,3042,1
5.11,111,3044,7
5.11,111,3726,6
5.11,111,3047,198
5.11,111,3046,3
5.11,111,3258,1
5.11,111,3284,10
5.11,111,3250,8
5.11,111,3252,1
5.11,111,3254,1
5.11,111,3255,11
5.11,111,3124,1
5.11,111,3174,2
5.11,111,0,2961
5.11,111,3723,2
5.11,111,2010,167
5.11,111,3401,1471
5.11,111,3134,2
5.11,111,1026,120
5.11,111,3152,2
5.11,111,3139,2
5.11,111,3035,1
5.11,111,3031,6
5.11,111,3141,1
5.11,111,3274,39
5.11,111,3143,704
5.11,111,3144,1
5.11,111,3273,6
5.11,111,3270,691
5.11,111,3271,18
5.11,111,3302,278
5.11,111,3303,4
5.11,111,3301,27
5.11,111,3028,15
5.11,111,3027,476
5.11,111,3026,33
5.11,111,3025,52
5.11,111,3024,181
5.11,111,3023,1
5.11,111,3022,19
5.11,111,3020,13
5.11,111,1018,1
5.11,111,3108,9
5.11,111,1011,427
5.11,111,3257,1
5.11,111,3153,27
5.11,111,3260,133
5.11,111,3151,22
5.11,111,3157,31
5.11,111,3264,9
5.11,111,3155,3
5.11,111,3266,10
5.11,111,3269,28
5.11,111,3268,1
5.11,111,3158,28
5.11,111,3261,3
5.11,111,2044,40
5.11,111,2045,331
5.11,111,2043,158
5.11,111,3142,2
5.11,111,2041,24
5.11,111,3010,193
5.11,111,3263,2
5.11,111,2049,1674
5.11,111,3092,6
5.11,111,3091,17
5.11,111,3096,28
5.11,111,3097,422
5.11,111,3265,323
5.11,111,3098,1
5.11,111,1004,2
5.11,111,1001,292
5.11,111,3156,1
5.11,111,3267,2
5.11,111,3751,120
5.11,111,3801,338
5.11,111,3800,1054
5.11,111,3004,2
5.11,111,3006,7
5.11,111,3001,269
5.11,111,3003,2
5.11,111,3165,10
5.11,111,3009,28
5.11,111,2053,15
5.11,111,3211,161
5.11,111,3512,32
5.11,111,1038,5
5.11,111,1039,7
5.11,111,3089,27
5.11,111,3222,23
5.11,111,3085,1
5.11,111,1033,244
5.11,111,3087,14
5.11,111,3086,8
5.11,111,1036,6
5.11,111,1037,11
5.11,111,3083,478
5.11,111,3082,362
5.11,111,1042,5
5.11,111,3070,13
5.11,111,3071,3
5.11,111,3072,7
5.11,111,3074,11
5.11,111,3075,414
5.11,111,3077,3
5.11,111,3078,16
5.11,111,3725,313
5.11,111,3285,25
5.11,111,3172,4
5.11,111,3721,1
5.11,111,3280,18
5.11,111,1027,59
5.11,111,1031,244
5.11,111,1029,432
5.11,111,1028,477
5.11,111,3275,23
5.11,111,3272,1
5.11,111,3145,2
5.11,111,3146,1
5.11,111,3060,22
5.11,111,3067,187
5.11,111,3065,166
5.11,111,3069,53
5.11,111,3068,455
5.11,111,1051,4
5.11,111,1052,26
5.11,111,1053,4
5.11,111,1054,183
5.11,111,1055,3
5.11,111,1056,33
5.11,111,1057,102
5.11,111,1058,22
5.11,111,3105,128
5.11,111,3100,15
5.11,111,3101,7
5.11,111,3102,194
5.11,111,3279,1
5.11,111,3191,10
5.11,111,2137,1
5.11,111,3708,8
5.11,111,3709,220
5.11,111,1006,46
5.11,111,3056,4
5.11,111,3057,16
5.11,111,3706,7
5.11,111,3707,1
5.11,111,3050,4
5.11,111,1043,7
5.11,111,3135,9
5.11,111,3117,1068
5.11,111,3116,49
5.11,111,3115,18
5.11,111,3114,18
5.11,111,3113,8
5.11,111,3111,580
5.11,111,3110,1113
5.11,111,2003,235
5.11,111,3136,7
5.11,111,2004,86
5.11,111,3190,513
5.11,110,3710,1
5.11,110,3042,216
5.11,110,3044,7
5.11,110,3046,234
5.11,110,3172,22
5.11,110,3250,360
5.11,110,3251,1
5.11,110,3252,54
5.11,110,3253,3
5.11,110,3254,43
5.11,110,3255,1
5.11,110,3124,1
5.11,110,3257,2
5.11,110,0,906
5.11,110,3280,2
5.11,110,2010,15
5.11,110,3135,3
5.11,110,3134,93
5.11,110,1026,1
5.11,110,3139,53
5.11,110,3035,603
5.11,110,3031,882
5.11,110,2140,2
5.11,110,3140,28
5.11,110,3277,4
5.11,110,3142,184
5.11,110,3143,3
5.11,110,3144,35
5.11,110,3146,2
5.11,110,3278,12
5.11,110,3279,19
5.11,110,3026,48
5.11,110,3024,2
5.11,110,3023,1
5.11,110,3022,2
5.11,110,3020,1
5.11,110,1018,59
5.11,110,1011,6
5.11,110,3153,135
5.11,110,3260,1
5.11,110,3157,3
5.11,110,3156,11
5.11,110,3155,7
5.11,110,3158,123
5.11,110,3508,70
5.11,110,2044,8
5.11,110,2043,7
5.11,110,2041,57
5.11,110,3504,1
5.11,110,2049,2
5.11,110,3093,39
5.11,110,3091,2
5.11,110,3265,2
5.11,110,1001,61
5.11,110,3751,1
5.11,110,3801,2
5.11,110,3800,1
5.11,110,3004,131
5.11,110,3006,556
5.11,110,3003,1
5.11,110,3009,6
5.11,110,2053,1
5.11,110,3211,13
5.11,110,1038,240
5.11,110,3089,4
5.11,110,3085,278
5.11,110,1033,19
5.11,110,3087,441
5.11,110,3086,110
5.11,110,1036,103
5.11,110,1037,173
5.11,110,3082,1
5.11,110,3070,20
5.11,110,3071,36
5.11,110,3072,636
5.11,110,3075,3
5.11,110,3078,15
5.11,110,3285,3
5.11,110,3284,2
5.11,110,3723,1
5.11,110,1031,31
5.11,110,3141,2
5.11,110,1029,9
5.11,110,1028,10
5.11,110,3275,105
5.11,110,3270,2
5.11,110,3067,3
5.11,110,3069,1
5.11,110,1051,29
5.11,110,1053,230
5.11,110,3108,1
5.11,110,1055,598
5.11,110,1056,1
5.11,110,1057,20
5.11,110,3105,1
5.11,110,3100,1
5.11,110,3101,2
5.11,110,3102,32
5.11,110,3191,1
5.11,110,1006,5
5.11,110,3057,3
5.11,110,1043,68
5.11,110,1042,83
5.11,110,3117,5
5.11,110,3115,9
5.11,110,3113,2
5.11,110,3111,4
5.11,110,3110,1
5.11,110,2003,137
5.11,110,2004,55
5.11,113,3715,2
5.11,113,3717,32
5.11,113,3716,1
5.11,113,3710,1
5.11,113,3713,8
5.11,113,3078,5
5.11,113,2138,1
5.11,113,3041,1
5.11,113,3044,1
5.11,113,3047,97
5.11,113,3255,9
5.11,113,3174,1
5.11,113,0,840
5.11,113,2010,8
5.11,113,3401,16
5.11,113,3136,56
5.11,113,3152,1
5.11,113,3031,1
5.11,113,3274,12
5.11,113,3143,378
5.11,113,3144,1
5.11,113,3270,212
5.11,113,3271,1
5.11,113,3302,3
5.11,113,3028,3
5.11,113,3027,45
5.11,113,3026,9
5.11,113,3025,17
5.11,113,3024,42
5.11,113,3023,1
5.11,113,3022,7
5.11,113,3020,8
5.11,113,1011,168
5.11,113,3261,6
5.11,113,3260,73
5.11,113,3151,177
5.11,113,3157,11
5.11,113,3264,6
5.11,113,3155,1
5.11,113,3266,4
5.11,113,3269,11
5.11,113,3268,1
5.11,113,3158,6
5.11,113,2044,33
5.11,113,2045,9
5.11,113,2043,22
5.11,113,2041,10
5.11,113,3010,36
5.11,113,2049,51
5.11,113,3097,6
5.11,113,3265,167
5.11,113,1001,70
5.11,113,3751,8
5.11,113,3801,109
5.11,113,3800,306
5.11,113,3006,1
5.11,113,3001,129
5.11,113,3165,2
5.11,113,3009,13
5.11,113,2053,1
5.11,113,3211,129
5.11,113,3512,2
5.11,113,1039,3
5.11,113,3089,7
5.11,113,1033,44
5.11,113,3087,2
5.11,113,1031,35
5.11,113,1037,2
5.11,113,3083,282
5.11,113,3082,129
5.11,113,3074,1
5.11,113,3075,151
5.11,113,3724,7
5.11,113,3725,864
5.11,113,3285,7
5.11,113,3284,5
5.11,113,3721,2
5.11,113,3280,6
5.11,113,1027,15
5.11,113,1026,22
5.11,113,1029,114
5.11,113,1028,140
5.11,113,3275,8
5.11,113,3272,1
5.11,113,3146,1
5.11,113,3060,5
5.11,113,3067,26
5.11,113,3065,133
5.11,113,3069,2
5.11,113,3068,34
5.11,113,1052,51
5.11,113,3108,3
5.11,113,1056,1
5.11,113,1057,30
5.11,113,1058,9
5.11,113,3105,10
5.11,113,3100,1
5.11,113,3101,1
5.11,113,3102,230
5.11,113,3191,1
5.11,113,3708,4
5.11,113,3709,172
5.11,113,1006,4
5.11,113,3057,2
5.11,113,3706,2
5.11,113,3050,1
5.11,113,3135,2
5.11,113,3117,263
5.11,113,3116,25
5.11,113,3113,1
5.11,113,3111,155
5.11,113,3110,523
5.11,113,2003,61
5.11,113,2004,15
5.11,113,3190,89
5.11,112,3041,7
5.11,112,3040,6
5.11,112,3258,10
5.11,112,3259,22
5.11,112,3252,1
5.11,112,3255,406
5.11,112,3256,2
5.11,112,3257,11
5.11,112,0,601
5.11,112,2010,41
5.11,112,3135,237
5.11,112,3136,7
5.11,112,3031,1
5.11,112,3140,2
5.11,112,3277,4
5.11,112,3275,19
5.11,112,3270,7
5.11,112,3303,1
5.11,112,3278,1
5.11,112,3279,2
5.11,112,3028,16
5.11,112,3027,8
5.11,112,3026,2
5.11,112,3025,2
5.11,112,3020,429
5.11,112,1011,15
5.11,112,3152,3
5.11,112,3151,5
5.11,112,3157,257
5.11,112,3267,1
5.11,112,3158,12
5.11,112,2044,15
5.11,112,2043,16
5.11,112,2041,31
5.11,112,3010,2
5.11,112,2049,7
5.11,112,3092,4
5.11,112,3093,1
5.11,112,3265,1
5.11,112,3098,5
5.11,112,1004,1
5.11,112,1001,75
5.11,112,2003,61
5.11,112,3006,1
5.11,112,3001,67
5.11,112,3165,168
5.11,112,3009,1
5.11,112,3211,4
5.11,112,3089,466
5.11,112,1033,6
5.11,112,1031,1
5.11,112,1037,1
5.11,112,3083,1
5.11,112,3070,3
5.11,112,3075,2
5.11,112,3285,494
5.11,112,3284,2
5.11,112,3174,59
5.11,112,3276,1
5.11,112,1027,2
5.11,112,1026,160
5.11,112,3200,12
5.11,112,1029,7
5.11,112,1028,3
5.11,112,3146,2
5.11,112,3065,1
5.11,112,3069,1
5.11,112,1052,83
5.11,112,3108,23
5.11,112,1055,1
5.11,112,1056,538
5.11,112,1057,13
5.11,112,1058,182
5.11,112,3100,204
5.11,112,3101,1
5.11,112,3102,8
5.11,112,2139,4
5.11,112,3191,77
5.11,112,3057,51
5.11,112,3116,38
5.11,112,3115,2
5.11,112,3114,7
5.11,112,3113,109
5.11,112,3111,2
5.11,112,3197,226
5.11,112,3196,152
5.11,112,2004,22
5.11,112,3198,645
5.11,82,3717,1
5.11,82,3041,2
5.11,82,3047,11
5.11,82,3258,4
5.11,82,3259,24
5.11,82,3254,1
5.11,82,3255,171
5.11,82,3256,2
5.11,82,3257,6
5.11,82,0,453
5.11,82,2010,3
5.11,82,3135,69
5.11,82,3136,38
5.11,82,3265,3
5.11,82,3277,1
5.11,82,3143,8
5.11,82,3144,6
5.11,82,3145,50
5.11,82,3270,4
5.11,82,3302,1
5.11,82,3278,1
5.11,82,3279,3
5.11,82,3027,2
5.11,82,3026,2
5.11,82,3025,1
5.11,82,3023,1
5.11,82,3020,205
5.11,82,1011,35
5.11,82,3152,418
5.11,82,3151,116
5.11,82,3157,168
5.11,82,3264,3
5.11,82,3269,3
5.11,82,3158,10
5.11,82,2044,5
5.11,82,1026,64
5.11,82,2043,5
5.11,82,3260,6
5.11,82,3010,1
5.11,82,3504,1
5.11,82,2049,3
5.11,82,1006,2
5.11,82,1001,43
5.11,82,3751,3
5.11,82,3801,1
5.11,82,3001,100
5.11,82,3057,7
5.11,82,3165,1
5.11,82,2053,1
5.11,82,3211,13
5.11,82,3512,1
5.11,82,1039,1
5.11,82,3089,182
5.11,82,1033,3
5.11,82,3087,1
5.11,82,1031,10
5.11,82,1036,1
5.11,82,1037,1
5.11,82,3083,8
5.11,82,3082,6
5.11,82,3074,1
5.11,82,3075,20
5.11,82,3077,1
5.11,82,3724,4
5.11,82,3285,121
5.11,82,3720,1
5.11,82,3086,1
5.11,82,2041,4
5.11,82,1029,19
5.11,82,1028,18
5.11,82,3275,5
5.11,82,3146,65
5.11,82,3060,1
5.11,82,3067,5
5.11,82,3065,38
5.11,82,3069,1
5.11,82,3068,11
5.11,82,1052,59
5.11,82,1053,1
5.11,82,1054,104
5.11,82,1055,2
5.11,82,1056,5
5.11,82,1057,18
5.11,82,1058,76
5.11,82,3100,33
5.11,82,3102,2
5.11,82,2139,2
5.11,82,3708,3
5.11,82,3709,1
5.11,82,3108,6
5.11,82,3401,3
5.11,82,3117,2
5.11,82,3116,145
5.11,82,3113,29
5.11,82,3111,15
5.11,82,3110,2
5.11,82,2003,56
5.11,82,3191,58
5.11,83,3715,1
5.11,83,3714,2
5.11,83,3717,1
5.11,83,3710,2
5.11,83,3713,1
5.11,83,3042,127
5.11,83,3044,16
5.11,83,3047,22
5.11,83,3046,1
5.11,83,3250,2
5.11,83,3255,1
5.11,83,0,179
5.11,83,3280,1
5.11,83,2010,1
5.11,83,3401,2
5.11,83,3134,2
5.11,83,3136,1
5.11,83,3139,1
5.11,83,3035,4
5.11,83,3031,1
5.11,83,3277,3
5.11,83,3143,13
5.11,83,3144,3
5.11,83,3145,1
5.11,83,3270,2
5.11,83,3302,2
5.11,83,3303,1
5.11,83,3301,2
5.11,83,3027,2
5.11,83,3026,5
5.11,83,3025,52
5.11,83,3024,23
5.11,83,3022,7
5.11,83,3020,1
5.11,83,1011,16
5.11,83,3153,2
5.11,83,3260,17
5.11,83,3262,3
5.11,83,3265,46
5.11,83,3156,10
5.11,83,3155,4
5.11,83,3269,6
5.11,83,3268,1
5.11,83,3158,9
5.11,83,3508,31
5.11,83,2044,4
5.11,83,2045,2
5.11,83,2043,1
5.11,83,2041,83
5.11,83,2049,4
5.11,83,3093,1
5.11,83,1006,3
5.11,83,1001,25
5.11,83,3264,4
5.11,83,3267,2
5.11,83,3801,10
5.11,83,3800,3
5.11,83,3004,81
5.11,83,3006,2
5.11,83,3009,8
5.11,83,2053,1
5.11,83,3211,29
5.11,83,3512,1
5.11,83,1038,11
5.11,83,1039,2
5.11,83,1033,15
5.11,83,3087,1
5.11,83,3086,5
5.11,83,1036,10
5.11,83,1037,14
5.11,83,3083,20
5.11,83,3082,18
5.11,83,3070,34
5.11,83,3071,19
5.11,83,3072,2
5.11,83,3074,4
5.11,83,3075,12
5.11,83,3077,1
5.11,83,3078,68
5.11,83,3725,2
5.11,83,3285,1
5.11,83,3723,1
5.11,83,1027,6
5.11,83,1031,9
5.11,83,3141,1
5.11,83,1029,18
5.11,83,1028,21
5.11,83,3275,6
5.11,83,3067,16
5.11,83,3065,93
5.11,83,3069,1
