patch_num,champ,item_id,purchases
5.11,24,3022,21
5.11,24,3020,1
5.11,24,1018,1
5.11,24,3108,1
5.11,24,1011,105
5.11,24,3153,811
5.11,24,3260,135
5.11,24,3262,6
5.11,24,3265,202
5.11,24,3156,81
5.11,24,3155,49
5.11,24,3266,1
5.11,24,3269,10
5.11,24,3268,3
5.11,24,3158,11
5.11,24,3508,2
5.11,24,2044,16
5.11,24,2045,1
5.11,24,2043,12
5.11,24,3142,48
5.11,24,2041,314
5.11,24,2049,2
5.11,24,3093,17
5.11,24,3091,6
5.11,24,3512,1
5.11,24,1006,8
5.11,24,3098,1
5.11,24,1001,128
5.11,24,3264,10
5.11,24,3267,10
5.11,24,3751,11
5.11,24,3801,5
5.11,24,3800,4
5.11,24,3004,3
5.11,24,3006,31
5.11,24,3001,1
5.11,24,3003,1
5.11,24,3135,1
5.11,24,3009,6
5.11,24,2053,1
5.11,24,3211,90
5.11,24,3285,2
5.11,24,1038,11
5.11,24,1039,1
5.11,24,3089,3
5.11,24,3222,1
5.11,24,3085,1
5.11,24,1033,49
5.11,24,3087,11
5.11,24,3086,51
5.11,24,1036,95
5.11,24,1037,41
5.11,24,3083,29
5.11,24,3082,96
5.11,24,3070,8
5.11,24,3071,21
5.11,24,3072,32
5.11,24,3074,177
5.11,24,3075,53
5.11,24,3077,33
5.11,24,3078,837
5.11,24,3725,11
5.11,24,3726,29
5.11,24,3172,9
5.11,24,3174,1
5.11,24,3722,58
5.11,24,3723,8
5.11,24,3276,1
5.11,24,1027,4
5.11,24,1031,69
5.11,24,1029,93
5.11,24,1028,102
5.11,24,3275,6
5.11,24,3272,1
5.11,24,3270,24
5.11,24,3067,21
5.11,24,3065,93
5.11,24,3069,1
5.11,24,3068,26
5.11,24,1051,12
5.11,24,1052,19
5.11,24,1053,75
5.11,24,1054,34
5.11,24,1055,112
5.11,24,1057,26
5.11,24,1058,2
5.11,24,3105,1
5.11,24,3100,2
5.11,24,3101,6
5.11,24,3102,124
5.11,24,3279,1
5.11,24,3191,4
5.11,24,2137,1
5.11,24,3708,2
5.11,24,3709,36
5.11,24,3056,2
5.11,24,3057,93
5.11,24,3706,11
5.11,24,3707,26
5.11,24,1043,52
5.11,24,1042,60
5.11,24,3117,35
5.11,24,3115,10
5.11,24,3113,1
5.11,24,3111,334
5.11,24,3110,74
5.11,24,2003,137
5.11,24,2004,25
5.11,24,3190,1
5.11,25,3078,2
5.11,25,3041,25
5.11,25,3040,10
5.11,25,3047,15
5.11,25,3258,14
5.11,25,3259,38
5.11,25,3250,1
5.11,25,3255,571
5.11,25,3124,1
5.11,25,3257,4
5.11,25,0,2379
5.11,25,2010,162
5.11,25,3401,7
5.11,25,3136,39
5.11,25,3152,12
5.11,25,3035,1
5.11,25,3031,2
5.11,25,3276,2
5.11,25,3141,2
5.11,25,3274,17
5.11,25,3143,46
5.11,25,3272,1
5.11,25,3145,7
5.11,25,3270,298
5.11,25,3271,7
5.11,25,3302,1
5.11,25,3303,347
5.11,25,3278,5
5.11,25,3279,11
5.11,25,3028,98
5.11,25,3027,256
5.11,25,3026,7
5.11,25,3025,3
5.11,25,3024,18
5.11,25,3023,108
5.11,25,3020,808
5.11,25,1011,170
5.11,25,1054,1
5.11,25,3260,15
5.11,25,3151,56
5.11,25,3265,48
5.11,25,3264,2
5.11,25,3269,4
5.11,25,3158,135
5.11,25,2044,44
5.11,25,2045,330
5.11,25,2043,140
5.11,25,2041,21
5.11,25,3010,30
5.11,25,3504,24
5.11,25,2049,1682
5.11,25,3092,1017
5.11,25,3096,29
5.11,25,3157,1949
5.11,25,3098,418
5.11,25,1004,24
5.11,25,1001,294
5.11,25,3751,2
5.11,25,3801,11
5.11,25,3800,40
5.11,25,3006,2
5.11,25,3001,208
5.11,25,3256,4
5.11,25,3003,5
5.11,25,3165,535
5.11,25,3009,12
5.11,25,3211,26
5.11,25,3512,5
5.11,25,3089,456
5.11,25,3222,136
5.11,25,3085,1
5.11,25,1033,63
5.11,25,1031,15
5.11,25,1037,5
5.11,25,3083,5
5.11,25,3082,44
5.11,25,1042,4
5.11,25,3070,15
5.11,25,3072,2
5.11,25,3075,16
5.11,25,3724,8
5.11,25,3285,204
5.11,25,3284,2
5.11,25,3174,227
5.11,25,3280,6
5.11,25,1027,7
5.11,25,1026,456
5.11,25,1029,103
5.11,25,1028,116
5.11,25,3275,108
5.11,25,3273,14
5.11,25,3060,26
5.11,25,3067,24
5.11,25,3065,16
5.11,25,3069,143
5.11,25,3068,6
5.11,25,1051,1
5.11,25,1052,304
5.11,25,3108,211
5.11,25,1055,3
5.11,25,1056,500
5.11,25,1057,86
5.11,25,1058,373
5.11,25,3105,43
5.11,25,3100,1
5.11,25,3102,26
5.11,25,2139,4
5.11,25,3301,20
5.11,25,3191,408
5.11,25,3708,2
5.11,25,1006,6
5.11,25,3056,2
5.11,25,3057,6
5.11,25,3706,2
5.11,25,3050,4
5.11,25,1043,1
5.11,25,3135,253
5.11,25,3117,422
5.11,25,3116,179
5.11,25,3115,1
5.11,25,3114,114
5.11,25,3113,99
5.11,25,3111,46
5.11,25,3110,94
5.11,25,2003,148
5.11,25,2004,138
5.11,25,3190,141
5.11,26,3714,1
5.11,26,3041,5
5.11,26,3040,74
5.11,26,3042,1
5.11,26,3259,1
5.11,26,3255,21
5.11,26,0,202
5.11,26,2010,15
5.11,26,3135,20
5.11,26,3136,2
5.11,26,3031,1
5.11,26,3276,1
5.11,26,3274,3
5.11,26,3143,1
5.11,26,3270,8
5.11,26,3271,1
5.11,26,3303,24
5.11,26,3278,1
5.11,26,3301,3
5.11,26,3028,9
5.11,26,3027,14
5.11,26,3026,3
5.11,26,3025,1
5.11,26,3023,31
5.11,26,3020,21
5.11,26,1011,6
5.11,26,3153,1
5.11,26,3152,2
5.11,26,3151,3
5.11,26,3157,36
5.11,26,3269,1
5.11,26,3158,62
5.11,26,2044,3
5.11,26,2045,34
5.11,26,2043,7
5.11,26,2041,1
5.11,26,3010,1
5.11,26,2049,129
5.11,26,3092,108
5.11,26,3093,1
5.11,26,3096,2
5.11,26,3265,3
5.11,26,3098,23
5.11,26,1004,2
5.11,26,1001,27
5.11,26,3800,6
5.11,26,3006,1
5.11,26,3001,1
5.11,26,3003,18
5.11,26,3165,32
5.11,26,3009,2
5.11,26,2053,1
5.11,26,3211,2
5.11,26,3512,7
5.11,26,1038,1
5.11,26,3089,45
5.11,26,1033,3
5.11,26,3086,1
5.11,26,3083,2
5.11,26,3082,2
5.11,26,3070,59
5.11,26,3285,40
5.11,26,3284,4
5.11,26,3174,22
5.11,26,1026,56
5.11,26,1029,8
5.11,26,1028,8
5.11,26,3275,51
5.11,26,3060,5
5.11,26,3067,5
5.11,26,3069,23
5.11,26,3222,8
5.11,26,1052,26
5.11,26,3068,1
5.11,26,3108,26
5.11,26,1055,2
5.11,26,1056,17
5.11,26,1057,1
5.11,26,1058,38
5.11,26,3105,1
5.11,26,3102,2
5.11,26,3279,4
5.11,26,3191,12
5.11,26,3057,1
5.11,26,3050,2
5.11,26,1042,1
5.11,26,3117,19
5.11,26,3116,5
5.11,26,3115,1
5.11,26,3114,10
5.11,26,3113,13
5.11,26,3111,6
5.11,26,3110,9
5.11,26,2003,8
5.11,26,2004,20
5.11,26,3190,12
5.11,27,3717,2
5.11,27,3713,1
5.11,27,3078,1
5.11,27,3040,152
5.11,27,3042,4
5.11,27,3047,26
5.11,27,3259,1
5.11,27,3250,1
5.11,27,3720,1
5.11,27,3255,7
5.11,27,3257,1
5.11,27,0,251
5.11,27,2010,3
5.11,27,3401,4
5.11,27,3136,22
5.11,27,3140,1
5.11,27,3274,1
5.11,27,3143,22
5.11,27,3144,1
5.11,27,3270,7
5.11,27,3301,2
5.11,27,3027,272
5.11,27,3026,10
5.11,27,3025,5
5.11,27,3024,11
5.11,27,3023,2
5.11,27,3020,6
5.11,27,1011,37
5.11,27,3260,26
5.11,27,3151,84
5.11,27,3262,1
5.11,27,3265,70
5.11,27,3264,6
5.11,27,3269,19
5.11,27,3268,14
5.11,27,2044,2
5.11,27,2043,1
5.11,27,3174,1
5.11,27,3152,3
5.11,27,3010,16
5.11,27,3263,2
5.11,27,2049,4
5.11,27,3096,1
5.11,27,3097,3
5.11,27,3157,1
5.11,27,1004,1
5.11,27,1001,21
5.11,27,3751,3
5.11,27,3801,5
5.11,27,3800,41
5.11,27,3001,24
5.11,27,3003,13
5.11,27,3135,2
5.11,27,3165,1
5.11,27,3009,34
5.11,27,2053,5
5.11,27,3211,27
5.11,27,3512,31
5.11,27,1038,1
5.11,27,1039,1
5.11,27,3089,10
5.11,27,3222,1
5.11,27,1033,12
5.11,27,1031,24
5.11,27,3083,33
5.11,27,3082,14
5.11,27,3070,103
5.11,27,3071,1
5.11,27,3074,1
5.11,27,3075,124
5.11,27,3077,1
5.11,27,3724,1
5.11,27,3725,2
5.11,27,3285,8
5.11,27,3284,23
5.11,27,3283,5
5.11,27,3282,2
5.11,27,3280,25
5.11,27,1027,4
5.11,27,1026,41
5.11,27,2041,131
5.11,27,1029,22
5.11,27,1028,26
5.11,27,3060,4
5.11,27,3067,2
5.11,27,3065,37
5.11,27,3069,3
5.11,27,3068,14
5.11,27,1052,31
5.11,27,1053,2
5.11,27,1054,3
5.11,27,1056,21
5.11,27,1057,12
5.11,27,1058,4
5.11,27,3105,1
5.11,27,3102,45
5.11,27,3279,1
5.11,27,3708,3
5.11,27,3709,7
5.11,27,3056,1
5.11,27,3706,2
5.11,27,1042,1
5.11,27,3117,7
5.11,27,3116,180
5.11,27,3113,3
5.11,27,3111,96
5.11,27,3110,52
5.11,27,2003,18
5.11,27,2004,10
5.11,27,3190,4
5.11,20,3715,1
5.11,20,3717,69
5.11,20,3716,4
5.11,20,3711,5
5.11,20,3710,4
5.11,20,3713,6
5.11,20,3078,2
5.11,20,2138,2
5.11,20,3041,4
5.11,20,3040,1
5.11,20,3044,1
5.11,20,3047,77
5.11,20,3046,1
5.11,20,3258,1
5.11,20,3259,6
5.11,20,3255,34
5.11,20,3174,29
5.11,20,0,851
5.11,20,2010,18
5.11,20,3135,26
5.11,20,3136,37
5.11,20,3276,2
5.11,20,3274,11
5.11,20,3275,11
5.11,20,3272,5
5.11,20,3145,7
5.11,20,3270,176
5.11,20,3271,2
5.11,20,3302,6
5.11,20,3303,5
5.11,20,3301,5
5.11,20,3028,11
5.11,20,3027,183
5.11,20,3026,4
5.11,20,3025,31
5.11,20,3024,51
5.11,20,3023,1
5.11,20,3022,1
5.11,20,3020,59
5.11,20,1011,90
5.11,20,1054,2
5.11,20,3261,1
5.11,20,3260,46
5.11,20,3151,109
5.11,20,3262,1
5.11,20,3157,32
5.11,20,3264,7
5.11,20,3155,2
5.11,20,3266,2
5.11,20,3269,9
5.11,20,3158,16
5.11,20,2044,15
5.11,20,2045,55
5.11,20,2043,42
5.11,20,3152,9
5.11,20,3010,38
5.11,20,3263,1
5.11,20,2049,222
5.11,20,3092,17
5.11,20,3091,2
5.11,20,3096,2
5.11,20,3097,11
5.11,20,3265,109
5.11,20,3098,3
5.11,20,1004,7
5.11,20,1001,68
5.11,20,3267,2
5.11,20,3751,15
5.11,20,3801,35
5.11,20,3800,238
5.11,20,3006,2
5.11,20,3001,32
5.11,20,3165,17
5.11,20,3009,15
5.11,20,2053,7
5.11,20,3211,89
5.11,20,3512,7
5.11,20,1039,4
5.11,20,3089,120
5.11,20,3222,2
5.11,20,1033,53
5.11,20,3087,1
5.11,20,1031,37
5.11,20,1036,2
5.11,20,3083,53
5.11,20,3082,105
5.11,20,1042,2
5.11,20,3070,7
5.11,20,3071,1
5.11,20,3075,94
5.11,20,3724,18
5.11,20,3725,289
5.11,20,3285,103
5.11,20,3284,7
5.11,20,3720,5
5.11,20,3721,136
5.11,20,3722,2
5.11,20,3280,10
5.11,20,1027,10
5.11,20,1026,60
5.11,20,2041,14
5.11,20,1029,130
5.11,20,1028,130
5.11,20,3143,237
5.11,20,3273,2
5.11,20,3146,2
5.11,20,3060,11
5.11,20,3067,67
5.11,20,3065,223
5.11,20,3069,8
5.11,20,3068,37
5.11,20,1052,56
5.11,20,1053,2
5.11,20,3108,13
5.11,20,1056,104
5.11,20,1057,21
5.11,20,1058,53
5.11,20,3105,31
5.11,20,3100,6
5.11,20,3102,39
5.11,20,2139,1
5.11,20,3279,1
5.11,20,3191,16
5.11,20,3708,34
5.11,20,3709,231
5.11,20,1006,15
5.11,20,3056,4
5.11,20,3057,4
5.11,20,3706,10
5.11,20,3707,1
5.11,20,3050,1
5.11,20,3401,52
5.11,20,3117,255
5.11,20,3116,44
5.11,20,3115,2
5.11,20,3114,6
5.11,20,3113,19
5.11,20,3111,169
5.11,20,3110,358
5.11,20,2003,82
5.11,20,2004,27
5.11,20,3190,194
5.11,21,3040,2
5.11,21,3042,1
5.11,21,3044,32
5.11,21,3046,226
5.11,21,3284,3
5.11,21,3250,302
5.11,21,3252,43
5.11,21,3254,31
5.11,21,3255,3
5.11,21,3124,6
5.11,21,0,725
5.11,21,3726,1
5.11,21,3134,4
5.11,21,1026,3
5.11,21,3139,23
5.11,21,3035,312
5.11,21,3031,804
5.11,21,3140,8
5.11,21,3141,3
5.11,21,3142,13
5.11,21,3143,2
5.11,21,3144,19
5.11,21,3270,7
5.11,21,3302,1
5.11,21,3279,1
5.11,21,3027,6
5.11,21,3026,67
5.11,21,3025,2
5.11,21,3022,4
5.11,21,3020,7
5.11,21,1018,54
5.11,21,1011,3
5.11,21,3153,74
5.11,21,3151,3
5.11,21,3157,5
5.11,21,3156,5
5.11,21,3155,2
5.11,21,3158,3
5.11,21,3508,26
5.11,21,2044,3
5.11,21,2045,3
5.11,21,2043,5
5.11,21,2041,5
5.11,21,3010,1
5.11,21,2049,7
5.11,21,3093,30
5.11,21,3091,3
5.11,21,3097,1
5.11,21,3098,2
5.11,21,1004,3
5.11,21,1001,45
5.11,21,3751,4
5.11,21,3800,1
5.11,21,3004,2
5.11,21,3006,487
5.11,21,3003,1
5.11,21,3009,3
5.11,21,3211,17
5.11,21,3512,1
5.11,21,1038,180
5.11,21,3089,4
5.11,21,3085,27
5.11,21,1033,13
5.11,21,3087,474
5.11,21,3086,117
5.11,21,1036,79
5.11,21,1037,111
5.11,21,3083,3
5.11,21,3082,3
5.11,21,3071,157
5.11,21,3072,530
5.11,21,3074,1
5.11,21,3075,6
5.11,21,3077,3
5.11,21,3078,29
5.11,21,3285,6
5.11,21,3172,8
5.11,21,1027,1
5.11,21,1031,27
5.11,21,1029,5
5.11,21,1028,19
5.11,21,3275,3
5.11,21,3146,3
5.11,21,3067,13
5.11,21,3065,1
5.11,21,3068,2
5.11,21,1051,24
5.11,21,1052,5
5.11,21,1053,169
5.11,21,1055,455
5.11,21,1056,7
5.11,21,1057,16
5.11,21,1058,3
5.11,21,3100,11
5.11,21,3101,1
5.11,21,3102,31
5.11,21,2004,32
5.11,21,3057,2
5.11,21,3706,1
5.11,21,3707,1
5.11,21,3050,1
5.11,21,1043,15
5.11,21,1042,52
5.11,21,3117,6
5.11,21,3116,1
5.11,21,3115,10
5.11,21,3113,6
5.11,21,3111,4
5.11,21,3110,1
5.11,21,2003,110
5.11,21,3191,2
5.11,21,3190,1
5.11,22,3714,2
5.11,22,3718,2
5.11,22,3285,8
5.11,22,3041,2
5.11,22,3042,4
5.11,22,3044,22
5.11,22,3047,2
5.11,22,3046,2402
5.11,22,3284,6
5.11,22,3250,1313
5.11,22,3251,4
5.11,22,3252,262
5.11,22,3253,9
5.11,22,3254,135
5.11,22,3255,1
5.11,22,3282,8
5.11,22,0,4193
5.11,22,3723,1
5.11,22,2010,13
5.11,22,3401,1
5.11,22,3134,19
5.11,22,3136,1
5.11,22,3265,1
5.11,22,3139,76
5.11,22,3035,1485
5.11,22,3031,4566
5.11,22,2140,9
5.11,22,3274,2
5.11,22,3140,144
5.11,22,3141,14
5.11,22,3142,97
5.11,22,3143,13
5.11,22,3144,242
5.11,22,3145,3
5.11,22,3270,14
5.11,22,3302,1
5.11,22,3303,3
5.11,22,3301,4
5.11,22,3165,2
5.11,22,3026,198
5.11,22,3023,1
5.11,22,3022,18
5.11,22,3020,2
5.11,22,1018,376
5.11,22,1011,13
5.11,22,3153,861
5.11,22,3260,1
5.11,22,3157,6
5.11,22,3156,12
5.11,22,3155,7
5.11,22,3158,9
5.11,22,3508,39
5.11,22,2044,30
5.11,22,2045,4
5.11,22,2043,36
5.11,22,2041,15
5.11,22,3010,6
5.11,22,3504,2
5.11,22,2049,20
5.11,22,3092,5
5.11,22,3093,191
5.11,22,3091,5
5.11,22,3096,5
5.11,22,3097,1
5.11,22,1006,3
5.11,22,3098,5
5.11,22,1004,3
5.11,22,1001,276
5.11,22,3267,1
5.11,22,3751,2
5.11,22,3801,9
5.11,22,3004,7
5.11,22,3006,3143
5.11,22,3003,1
5.11,22,3057,5
5.11,22,1026,7
5.11,22,3009,24
5.11,22,3211,60
5.11,22,3512,3
5.11,22,1038,859
5.11,22,3089,9
5.11,22,3085,303
5.11,22,1033,65
5.11,22,3087,1688
5.11,22,1031,111
5.11,22,1036,495
5.11,22,1037,754
5.11,22,3083,3
5.11,22,3082,3
5.11,22,3070,11
5.11,22,3071,67
5.11,22,3072,1987
5.11,22,3074,5
5.11,22,3075,13
5.11,22,3077,5
5.11,22,3078,27
5.11,22,3726,4
5.11,22,3172,50
5.11,22,3174,2
5.11,22,3280,8
5.11,22,1027,4
5.11,22,3086,714
5.11,22,3277,2
5.11,22,1029,29
5.11,22,1028,20
5.11,22,3275,3
5.11,22,3272,1
5.11,22,3146,3
5.11,22,3067,12
5.11,22,3065,5
5.11,22,3069,12
5.11,22,3068,2
5.11,22,1051,110
5.11,22,1052,1
5.11,22,1053,1066
5.11,22,3108,6
5.11,22,1055,3055
5.11,22,1056,6
5.11,22,1057,71
5.11,22,1058,3
5.11,22,3105,1
5.11,22,3100,2
5.11,22,3101,19
5.11,22,3102,99
5.11,22,3279,1
5.11,22,3191,2
5.11,22,1054,3
5.11,22,3706,1
5.11,22,3707,1
5.11,22,3050,2
5.11,22,1043,202
5.11,22,1042,423
5.11,22,3117,9
5.11,22,3116,1
5.11,22,3115,4
5.11,22,3114,3
5.11,22,3113,2
5.11,22,3111,6
5.11,22,3110,1
5.11,22,2003,740
5.11,22,2004,118
5.11,23,3715,1
5.11,23,3714,13
5.11,23,3717,4
5.11,23,3716,1
5.11,23,3711,1
5.11,23,3710,269
5.11,23,3713,2
5.11,23,3718,27
5.11,23,3042,1
5.11,23,3044,18
5.11,23,3047,20
5.11,23,3046,283
5.11,23,3284,8
5.11,23,3250,635
5.11,23,3251,1
5.11,23,3252,84
5.11,23,3253,18
5.11,23,3254,76
5.11,23,3255,1
5.11,23,3124,5
5.11,23,0,1629
5.11,23,3280,7
5.11,23,2010,5
5.11,23,3401,1
5.11,23,3134,45
5.11,23,1026,3
5.11,23,3265,38
5.11,23,3152,1
5.11,23,3139,39
5.11,23,3035,477
5.11,23,3031,987
5.11,23,3274,2
5.11,23,3140,34
5.11,23,3141,2
5.11,23,3142,255
5.11,23,3143,32
5.11,23,3144,146
5.11,23,3145,1
5.11,23,3270,15
5.11,23,3302,1
5.11,23,3278,2
5.11,23,3279,1
5.11,23,3027,2
5.11,23,3026,115
5.11,23,3025,1
5.11,23,3023,1
5.11,23,3022,20
5.11,23,3020,1
5.11,23,1018,132
5.11,23,3108,1
5.11,23,1011,10
5.11,23,3153,1473
5.11,23,3260,10
5.11,23,3263,2
5.11,23,3262,2
5.11,23,3157,9
5.11,23,3156,56
5.11,23,3155,33
5.11,23,3269,3
5.11,23,3268,5
5.11,23,3158,6
5.11,23,3508,7
5.11,23,2044,16
5.11,23,2045,1
5.11,23,2043,19
5.11,23,2041,1
5.11,23,2049,2
5.11,23,3093,114
5.11,23,3091,3
5.11,23,3512,1
5.11,23,1006,5
5.11,23,1001,118
5.11,23,3264,4
5.11,23,3267,2
5.11,23,3751,1
5.11,23,3801,2
5.11,23,3800,1
5.11,23,3006,799
5.11,23,3001,1
5.11,23,3165,1
5.11,23,3009,16
5.11,23,2053,1
5.11,23,3211,8
5.11,23,3285,13
5.11,23,1038,291
5.11,23,1039,3
5.11,23,3089,7
5.11,23,3085,2
5.11,23,1033,22
5.11,23,3087,1297
5.11,23,3086,145
5.11,23,1036,187
